event_id,timestamp,src_ip,dst_ip,dst_port,action,rule_name,bytes_transferred
fw_evt_007972,2026-01-01T12:52:00+00:00,10.2.67.172,198.51.100.67,443,allow,egress_monitor,240762
fw_evt_007973,2026-01-01T12:53:00+00:00,10.2.68.173,198.51.100.68,53,allow,block_known_bad,293895
fw_evt_007974,2026-01-01T12:54:00+00:00,10.2.69.174,198.51.100.69,80,deny,default_allow,488783
fw_evt_007975,2026-01-01T12:55:00+00:00,10.2.70.175,198.51.100.70,443,allow,default_allow,169225
fw_evt_007976,2026-01-01T12:56:00+00:00,10.2.71.176,198.51.100.71,53,allow,default_allow,476020
fw_evt_007977,2026-01-01T12:57:00+00:00,10.2.72.177,198.51.100.72,4444,allow,default_allow,441755
fw_evt_007978,2026-01-01T12:58:00+00:00,10.2.73.178,198.51.100.73,80,allow,egress_monitor,317654
fw_evt_007979,2026-01-01T12:59:00+00:00,10.2.74.179,198.51.100.74,22,deny,egress_monitor,367024
fw_evt_007980,2026-01-01T13:00:00+00:00,10.2.75.180,198.51.100.75,4444,allow,block_known_bad,320812
fw_evt_007981,2026-01-01T13:01:00+00:00,10.2.76.181,198.51.100.76,22,allow,egress_monitor,246508
fw_evt_007982,2026-01-01T13:02:00+00:00,10.2.77.182,198.51.100.77,80,deny,default_allow,280297
fw_evt_007983,2026-01-01T13:03:00+00:00,10.2.78.183,198.51.100.78,80,allow,block_known_bad,186331
fw_evt_007984,2026-01-01T13:04:00+00:00,10.2.79.184,198.51.100.79,22,deny,block_known_bad,440912
fw_evt_007985,2026-01-01T13:05:00+00:00,10.2.80.185,198.51.100.80,4444,allow,egress_monitor,26675
fw_evt_007986,2026-01-01T13:06:00+00:00,10.2.81.186,198.51.100.81,80,allow,default_allow,395835
fw_evt_007987,2026-01-01T13:07:00+00:00,10.2.82.187,198.51.100.82,22,allow,block_known_bad,252129
fw_evt_007988,2026-01-01T13:08:00+00:00,10.2.83.188,198.51.100.83,443,allow,default_allow,20608
fw_evt_007989,2026-01-01T13:09:00+00:00,10.2.84.189,198.51.100.84,80,allow,default_allow,398763
fw_evt_007990,2026-01-01T13:10:00+00:00,10.2.85.190,198.51.100.85,53,allow,block_known_bad,302201
fw_evt_007991,2026-01-01T13:11:00+00:00,10.2.86.191,198.51.100.86,443,allow,egress_monitor,242574
fw_evt_007992,2026-01-01T13:12:00+00:00,10.2.87.192,198.51.100.87,443,allow,default_allow,453537
fw_evt_007993,2026-01-01T13:13:00+00:00,10.2.88.193,198.51.100.88,53,allow,egress_monitor,144568
fw_evt_007994,2026-01-01T13:14:00+00:00,10.2.89.194,198.51.100.89,22,allow,block_known_bad,18981
fw_evt_007995,2026-01-01T13:15:00+00:00,10.2.90.195,198.51.100.90,443,allow,default_allow,379237
fw_evt_007996,2026-01-01T13:16:00+00:00,10.2.91.196,198.51.100.91,80,deny,block_known_bad,390263
fw_evt_007997,2026-01-01T13:17:00+00:00,10.2.92.197,198.51.100.92,443,allow,block_known_bad,123484
fw_evt_007998,2026-01-01T13:18:00+00:00,10.2.93.198,198.51.100.93,4444,allow,egress_monitor,47019
fw_evt_007999,2026-01-01T13:19:00+00:00,10.2.94.199,198.51.100.94,53,allow,default_allow,222162
fw_evt_008000,2026-01-01T13:20:00+00:00,10.2.95.0,198.51.100.95,443,allow,block_known_bad,149886
fw_evt_008001,2026-01-01T13:21:00+00:00,10.2.96.1,198.51.100.96,80,allow,default_allow,188381
fw_evt_008002,2026-01-01T13:22:00+00:00,10.2.97.2,198.51.100.97,4444,allow,default_allow,281472
fw_evt_008003,2026-01-01T13:23:00+00:00,10.2.98.3,198.51.100.98,22,allow,default_allow,60503
fw_evt_008004,2026-01-01T13:24:00+00:00,10.2.99.4,198.51.100.99,22,allow,default_allow,495300
fw_evt_008005,2026-01-01T13:25:00+00:00,10.2.100.5,198.51.100.100,22,deny,block_known_bad,387300
fw_evt_008006,2026-01-01T13:26:00+00:00,10.2.101.6,198.51.100.101,22,allow,egress_monitor,331990
fw_evt_008007,2026-01-01T13:27:00+00:00,10.2.102.7,198.51.100.102,80,deny,default_allow,10665
fw_evt_008008,2026-01-01T13:28:00+00:00,10.2.103.8,198.51.100.103,443,allow,block_known_bad,353750
fw_evt_008009,2026-01-01T13:29:00+00:00,10.2.104.9,198.51.100.104,53,allow,egress_monitor,21709
fw_evt_008010,2026-01-01T13:30:00+00:00,10.2.105.10,198.51.100.105,443,deny,egress_monitor,359381
fw_evt_008011,2026-01-01T13:31:00+00:00,10.2.106.11,198.51.100.106,4444,allow,block_known_bad,413347
fw_evt_008012,2026-01-01T13:32:00+00:00,10.2.107.12,198.51.100.107,443,allow,default_allow,177890
fw_evt_008013,2026-01-01T13:33:00+00:00,10.2.108.13,198.51.100.108,443,allow,default_allow,139229
fw_evt_008014,2026-01-01T13:34:00+00:00,10.2.109.14,198.51.100.109,4444,allow,default_allow,289479
fw_evt_008015,2026-01-01T13:35:00+00:00,10.2.110.15,198.51.100.110,22,allow,block_known_bad,190571
fw_evt_008016,2026-01-01T13:36:00+00:00,10.2.111.16,198.51.100.111,4444,allow,block_known_bad,93212
fw_evt_008017,2026-01-01T13:37:00+00:00,10.2.112.17,198.51.100.112,443,allow,egress_monitor,3086
fw_evt_008018,2026-01-01T13:38:00+00:00,10.2.113.18,198.51.100.113,53,allow,block_known_bad,208691
fw_evt_008019,2026-01-01T13:39:00+00:00,10.2.114.19,198.51.100.114,4444,allow,block_known_bad,57747
fw_evt_008020,2026-01-01T13:40:00+00:00,10.2.115.20,198.51.100.115,443,deny,egress_monitor,50437
fw_evt_008021,2026-01-01T13:41:00+00:00,10.2.116.21,198.51.100.116,443,deny,block_known_bad,123788
fw_evt_008022,2026-01-01T13:42:00+00:00,10.2.117.22,198.51.100.117,4444,allow,egress_monitor,328464
fw_evt_008023,2026-01-01T13:43:00+00:00,10.2.118.23,198.51.100.118,4444,allow,default_allow,401492
fw_evt_008024,2026-01-01T13:44:00+00:00,10.2.119.24,198.51.100.119,22,allow,egress_monitor,132739
fw_evt_008025,2026-01-01T13:45:00+00:00,10.2.120.25,198.51.100.120,443,allow,block_known_bad,290320
fw_evt_008026,2026-01-01T13:46:00+00:00,10.2.121.26,198.51.100.121,53,allow,default_allow,39569
fw_evt_008027,2026-01-01T13:47:00+00:00,10.2.122.27,198.51.100.122,80,allow,block_known_bad,305173
fw_evt_008028,2026-01-01T13:48:00+00:00,10.2.123.28,198.51.100.123,4444,allow,default_allow,465575
fw_evt_008029,2026-01-01T13:49:00+00:00,10.2.124.29,198.51.100.124,4444,allow,default_allow,8469
fw_evt_008030,2026-01-01T13:50:00+00:00,10.2.125.30,198.51.100.125,80,deny,block_known_bad,84134
fw_evt_008031,2026-01-01T13:51:00+00:00,10.2.126.31,198.51.100.126,443,allow,default_allow,490063
fw_evt_008032,2026-01-01T13:52:00+00:00,10.2.127.32,198.51.100.127,443,deny,egress_monitor,267238
fw_evt_008033,2026-01-01T13:53:00+00:00,10.2.128.33,198.51.100.128,80,allow,egress_monitor,81041
fw_evt_008034,2026-01-01T13:54:00+00:00,10.2.129.34,198.51.100.129,53,allow,block_known_bad,375710
fw_evt_008035,2026-01-01T13:55:00+00:00,10.2.130.35,198.51.100.130,53,allow,block_known_bad,291122
fw_evt_008036,2026-01-01T13:56:00+00:00,10.2.131.36,198.51.100.131,4444,allow,egress_monitor,366371
fw_evt_008037,2026-01-01T13:57:00+00:00,10.2.132.37,198.51.100.132,53,allow,block_known_bad,203713
fw_evt_008038,2026-01-01T13:58:00+00:00,10.2.133.38,198.51.100.133,53,allow,default_allow,411537
fw_evt_008039,2026-01-01T13:59:00+00:00,10.2.134.39,198.51.100.134,53,allow,block_known_bad,207551
fw_evt_008040,2026-01-01T14:00:00+00:00,10.2.135.40,198.51.100.135,443,allow,egress_monitor,307846
fw_evt_008041,2026-01-01T14:01:00+00:00,10.2.136.41,198.51.100.136,4444,allow,default_allow,146737
fw_evt_008042,2026-01-01T14:02:00+00:00,10.2.137.42,198.51.100.137,80,allow,egress_monitor,62094
fw_evt_008043,2026-01-01T14:03:00+00:00,10.2.138.43,198.51.100.138,4444,allow,default_allow,314698
fw_evt_008044,2026-01-01T14:04:00+00:00,10.2.139.44,198.51.100.139,4444,allow,block_known_bad,411977
fw_evt_008045,2026-01-01T14:05:00+00:00,10.2.140.45,198.51.100.140,80,allow,default_allow,265506
fw_evt_008046,2026-01-01T14:06:00+00:00,10.2.141.46,198.51.100.141,4444,allow,block_known_bad,218601
fw_evt_008047,2026-01-01T14:07:00+00:00,10.2.142.47,198.51.100.142,22,deny,egress_monitor,400530
fw_evt_008048,2026-01-01T14:08:00+00:00,10.2.143.48,198.51.100.143,53,allow,default_allow,293630
fw_evt_008049,2026-01-01T14:09:00+00:00,10.2.144.49,198.51.100.144,4444,allow,block_known_bad,445568
fw_evt_008050,2026-01-01T14:10:00+00:00,10.2.145.50,198.51.100.145,4444,allow,default_allow,327575
fw_evt_008051,2026-01-01T14:11:00+00:00,10.2.146.51,198.51.100.146,22,allow,default_allow,94592
fw_evt_008052,2026-01-01T14:12:00+00:00,10.2.147.52,198.51.100.147,22,allow,default_allow,421128
fw_evt_008053,2026-01-01T14:13:00+00:00,10.2.148.53,198.51.100.148,53,allow,block_known_bad,321898
fw_evt_008054,2026-01-01T14:14:00+00:00,10.2.149.54,198.51.100.149,4444,allow,block_known_bad,409237
fw_evt_008055,2026-01-01T14:15:00+00:00,10.2.150.55,198.51.100.150,80,allow,default_allow,99352
fw_evt_008056,2026-01-01T14:16:00+00:00,10.2.151.56,198.51.100.151,4444,allow,default_allow,216527
fw_evt_008057,2026-01-01T14:17:00+00:00,10.2.152.57,198.51.100.152,22,allow,egress_monitor,434985
fw_evt_008058,2026-01-01T14:18:00+00:00,10.2.153.58,198.51.100.153,443,allow,default_allow,263773
fw_evt_008059,2026-01-01T14:19:00+00:00,10.2.154.59,198.51.100.154,4444,allow,egress_monitor,336027
fw_evt_008060,2026-01-01T14:20:00+00:00,10.2.155.60,198.51.100.155,22,allow,default_allow,300364
fw_evt_008061,2026-01-01T14:21:00+00:00,10.2.156.61,198.51.100.156,22,allow,egress_monitor,2757
fw_evt_008062,2026-01-01T14:22:00+00:00,10.2.157.62,198.51.100.157,22,allow,block_known_bad,218350
fw_evt_008063,2026-01-01T14:23:00+00:00,10.2.158.63,198.51.100.158,80,allow,default_allow,123029
fw_evt_008064,2026-01-01T14:24:00+00:00,10.2.159.64,198.51.100.159,80,deny,default_allow,343831
fw_evt_008065,2026-01-01T14:25:00+00:00,10.2.160.65,198.51.100.160,4444,deny,block_known_bad,242395
fw_evt_008066,2026-01-01T14:26:00+00:00,10.2.161.66,198.51.100.161,443,allow,block_known_bad,471467
fw_evt_008067,2026-01-01T14:27:00+00:00,10.2.162.67,198.51.100.162,80,allow,block_known_bad,424480
fw_evt_008068,2026-01-01T14:28:00+00:00,10.2.163.68,198.51.100.163,4444,allow,block_known_bad,253748
fw_evt_008069,2026-01-01T14:29:00+00:00,10.2.164.69,198.51.100.164,22,allow,egress_monitor,194291
fw_evt_008070,2026-01-01T14:30:00+00:00,10.2.165.70,198.51.100.165,53,allow,egress_monitor,86007
fw_evt_008071,2026-01-01T14:31:00+00:00,10.2.166.71,198.51.100.166,4444,allow,egress_monitor,89037
fw_evt_008072,2026-01-01T14:32:00+00:00,10.2.167.72,198.51.100.167,80,allow,block_known_bad,54848
fw_evt_008073,2026-01-01T14:33:00+00:00,10.2.168.73,198.51.100.168,4444,allow,block_known_bad,70258
fw_evt_008074,2026-01-01T14:34:00+00:00,10.2.169.74,198.51.100.169,443,allow,block_known_bad,369582
fw_evt_008075,2026-01-01T14:35:00+00:00,10.2.170.75,198.51.100.170,80,allow,default_allow,407355
fw_evt_008076,2026-01-01T14:36:00+00:00,10.2.171.76,198.51.100.171,4444,allow,default_allow,197041
fw_evt_008077,2026-01-01T14:37:00+00:00,10.2.172.77,198.51.100.172,22,allow,default_allow,164125
fw_evt_008078,2026-01-01T14:38:00+00:00,10.2.173.78,198.51.100.173,443,allow,egress_monitor,67613
fw_evt_008079,2026-01-01T14:39:00+00:00,10.2.174.79,198.51.100.174,22,allow,default_allow,163250
fw_evt_008080,2026-01-01T14:40:00+00:00,10.2.175.80,198.51.100.175,443,allow,block_known_bad,309289
fw_evt_008081,2026-01-01T14:41:00+00:00,10.2.176.81,198.51.100.176,4444,deny,egress_monitor,161808
fw_evt_008082,2026-01-01T14:42:00+00:00,10.2.177.82,198.51.100.177,53,allow,default_allow,410695
fw_evt_008083,2026-01-01T14:43:00+00:00,10.2.178.83,198.51.100.178,22,allow,default_allow,88396
fw_evt_008084,2026-01-01T14:44:00+00:00,10.2.179.84,198.51.100.179,443,allow,block_known_bad,404726
fw_evt_008085,2026-01-01T14:45:00+00:00,10.2.180.85,198.51.100.180,4444,allow,default_allow,123121
fw_evt_008086,2026-01-01T14:46:00+00:00,10.2.181.86,198.51.100.181,4444,allow,egress_monitor,255345
fw_evt_008087,2026-01-01T14:47:00+00:00,10.2.182.87,198.51.100.182,443,allow,default_allow,217177
fw_evt_008088,2026-01-01T14:48:00+00:00,10.2.183.88,198.51.100.183,80,deny,egress_monitor,156771
fw_evt_008089,2026-01-01T14:49:00+00:00,10.2.184.89,198.51.100.184,80,allow,egress_monitor,17194
fw_evt_008090,2026-01-01T14:50:00+00:00,10.2.185.90,198.51.100.185,80,allow,block_known_bad,92380
fw_evt_008091,2026-01-01T14:51:00+00:00,10.2.186.91,198.51.100.186,80,deny,default_allow,172944
fw_evt_008092,2026-01-01T14:52:00+00:00,10.2.187.92,198.51.100.187,53,allow,default_allow,207301
fw_evt_008093,2026-01-01T14:53:00+00:00,10.2.188.93,198.51.100.188,22,allow,block_known_bad,444974
fw_evt_008094,2026-01-01T14:54:00+00:00,10.2.189.94,198.51.100.189,22,allow,default_allow,384836
fw_evt_008095,2026-01-01T14:55:00+00:00,10.2.190.95,198.51.100.190,53,allow,egress_monitor,497741
fw_evt_008096,2026-01-01T14:56:00+00:00,10.2.191.96,198.51.100.191,80,allow,block_known_bad,460426
fw_evt_008097,2026-01-01T14:57:00+00:00,10.2.192.97,198.51.100.192,22,allow,egress_monitor,477429
fw_evt_008098,2026-01-01T14:58:00+00:00,10.2.193.98,198.51.100.193,4444,deny,block_known_bad,344921
fw_evt_008099,2026-01-01T14:59:00+00:00,10.2.194.99,198.51.100.194,4444,allow,default_allow,408002
fw_evt_008100,2026-01-01T15:00:00+00:00,10.2.195.100,198.51.100.195,4444,deny,default_allow,359222
fw_evt_008101,2026-01-01T15:01:00+00:00,10.2.196.101,198.51.100.196,443,deny,default_allow,374042
fw_evt_008102,2026-01-01T15:02:00+00:00,10.2.197.102,198.51.100.197,443,allow,block_known_bad,394524
fw_evt_008103,2026-01-01T15:03:00+00:00,10.2.198.103,198.51.100.198,53,deny,egress_monitor,94583
fw_evt_008104,2026-01-01T15:04:00+00:00,10.2.199.104,198.51.100.199,22,allow,default_allow,259722
fw_evt_008105,2026-01-01T15:05:00+00:00,10.2.200.105,198.51.100.200,22,allow,block_known_bad,481251
fw_evt_008106,2026-01-01T15:06:00+00:00,10.2.201.106,198.51.100.201,80,allow,egress_monitor,291714
fw_evt_008107,2026-01-01T15:07:00+00:00,10.2.202.107,198.51.100.202,80,allow,block_known_bad,402431
fw_evt_008108,2026-01-01T15:08:00+00:00,10.2.203.108,198.51.100.203,53,deny,default_allow,123386
fw_evt_008109,2026-01-01T15:09:00+00:00,10.2.204.109,198.51.100.204,443,allow,block_known_bad,272848
fw_evt_008110,2026-01-01T15:10:00+00:00,10.2.205.110,198.51.100.205,443,allow,egress_monitor,328312
fw_evt_008111,2026-01-01T15:11:00+00:00,10.2.206.111,198.51.100.206,22,deny,egress_monitor,139450
fw_evt_008112,2026-01-01T15:12:00+00:00,10.2.207.112,198.51.100.207,22,allow,block_known_bad,495490
fw_evt_008113,2026-01-01T15:13:00+00:00,10.2.208.113,198.51.100.208,443,allow,block_known_bad,455179
fw_evt_008114,2026-01-01T15:14:00+00:00,10.2.209.114,198.51.100.209,80,allow,block_known_bad,464706
fw_evt_008115,2026-01-01T15:15:00+00:00,10.2.210.115,198.51.100.210,80,deny,egress_monitor,398032
fw_evt_008116,2026-01-01T15:16:00+00:00,10.2.211.116,198.51.100.211,4444,allow,egress_monitor,315307
fw_evt_008117,2026-01-01T15:17:00+00:00,10.2.212.117,198.51.100.212,443,allow,block_known_bad,134271
fw_evt_008118,2026-01-01T15:18:00+00:00,10.2.213.118,198.51.100.213,443,allow,default_allow,455737
fw_evt_008119,2026-01-01T15:19:00+00:00,10.2.214.119,198.51.100.214,4444,allow,default_allow,187257
fw_evt_008120,2026-01-01T15:20:00+00:00,10.2.215.120,198.51.100.215,53,deny,egress_monitor,387552
fw_evt_008121,2026-01-01T15:21:00+00:00,10.2.216.121,198.51.100.216,4444,allow,block_known_bad,391907
fw_evt_008122,2026-01-01T15:22:00+00:00,10.2.217.122,198.51.100.217,443,allow,block_known_bad,71994
fw_evt_008123,2026-01-01T15:23:00+00:00,10.2.218.123,198.51.100.218,53,deny,block_known_bad,74304
fw_evt_008124,2026-01-01T15:24:00+00:00,10.2.219.124,198.51.100.219,22,deny,egress_monitor,350351
fw_evt_008125,2026-01-01T15:25:00+00:00,10.2.220.125,198.51.100.220,53,allow,default_allow,377903
fw_evt_008126,2026-01-01T15:26:00+00:00,10.2.221.126,198.51.100.221,4444,allow,block_known_bad,110024
fw_evt_008127,2026-01-01T15:27:00+00:00,10.2.222.127,198.51.100.222,443,allow,block_known_bad,262776
fw_evt_008128,2026-01-01T15:28:00+00:00,10.2.223.128,198.51.100.223,53,allow,default_allow,338469
fw_evt_008129,2026-01-01T15:29:00+00:00,10.2.224.129,198.51.100.224,80,allow,default_allow,349244
fw_evt_008130,2026-01-01T15:30:00+00:00,10.2.225.130,198.51.100.225,22,allow,egress_monitor,269821
fw_evt_008131,2026-01-01T15:31:00+00:00,10.2.226.131,198.51.100.226,80,allow,default_allow,104414
fw_evt_008132,2026-01-01T15:32:00+00:00,10.2.227.132,198.51.100.227,22,deny,block_known_bad,432345
fw_evt_008133,2026-01-01T15:33:00+00:00,10.2.228.133,198.51.100.228,22,allow,block_known_bad,25617
fw_evt_008134,2026-01-01T15:34:00+00:00,10.2.229.134,198.51.100.229,22,allow,block_known_bad,107100
fw_evt_008135,2026-01-01T15:35:00+00:00,10.2.230.135,198.51.100.230,443,allow,egress_monitor,10249
fw_evt_008136,2026-01-01T15:36:00+00:00,10.2.231.136,198.51.100.231,443,allow,egress_monitor,333210
fw_evt_008137,2026-01-01T15:37:00+00:00,10.2.232.137,198.51.100.232,4444,allow,default_allow,8087
fw_evt_008138,2026-01-01T15:38:00+00:00,10.2.233.138,198.51.100.233,443,allow,egress_monitor,222168
fw_evt_008139,2026-01-01T15:39:00+00:00,10.2.234.139,198.51.100.234,4444,allow,block_known_bad,52052
fw_evt_008140,2026-01-01T15:40:00+00:00,10.2.235.140,198.51.100.235,53,allow,block_known_bad,305268
fw_evt_008141,2026-01-01T15:41:00+00:00,10.2.236.141,198.51.100.236,443,allow,egress_monitor,307263
fw_evt_008142,2026-01-01T15:42:00+00:00,10.2.237.142,198.51.100.237,80,allow,default_allow,182630
fw_evt_008143,2026-01-01T15:43:00+00:00,10.2.238.143,198.51.100.238,22,deny,default_allow,446151
fw_evt_008144,2026-01-01T15:44:00+00:00,10.2.239.144,198.51.100.239,53,allow,block_known_bad,387787
fw_evt_008145,2026-01-01T15:45:00+00:00,10.2.240.145,198.51.100.240,4444,allow,egress_monitor,144743
fw_evt_008146,2026-01-01T15:46:00+00:00,10.2.241.146,198.51.100.241,4444,allow,egress_monitor,214559
fw_evt_008147,2026-01-01T15:47:00+00:00,10.2.242.147,198.51.100.242,53,allow,egress_monitor,238099
fw_evt_008148,2026-01-01T15:48:00+00:00,10.2.243.148,198.51.100.243,4444,allow,egress_monitor,483719
fw_evt_008149,2026-01-01T15:49:00+00:00,10.2.244.149,198.51.100.244,4444,allow,egress_monitor,156299
fw_evt_008150,2026-01-01T15:50:00+00:00,10.2.245.150,198.51.100.245,443,allow,block_known_bad,287279
fw_evt_008151,2026-01-01T15:51:00+00:00,10.2.246.151,198.51.100.246,80,deny,block_known_bad,212501
fw_evt_008152,2026-01-01T15:52:00+00:00,10.2.247.152,198.51.100.247,443,allow,default_allow,297462
fw_evt_008153,2026-01-01T15:53:00+00:00,10.2.248.153,198.51.100.248,80,allow,block_known_bad,381290
fw_evt_008154,2026-01-01T15:54:00+00:00,10.2.249.154,198.51.100.249,443,allow,block_known_bad,366672
fw_evt_008155,2026-01-01T15:55:00+00:00,10.2.250.155,198.51.100.250,4444,allow,egress_monitor,202461
fw_evt_008156,2026-01-01T15:56:00+00:00,10.2.251.156,198.51.100.251,80,allow,egress_monitor,431363
fw_evt_008157,2026-01-01T15:57:00+00:00,10.2.252.157,198.51.100.252,4444,allow,egress_monitor,125041
fw_evt_008158,2026-01-01T15:58:00+00:00,10.2.253.158,198.51.100.253,4444,deny,default_allow,238828
fw_evt_008159,2026-01-01T15:59:00+00:00,10.2.254.159,198.51.100.254,22,allow,default_allow,157241
fw_evt_008160,2026-01-01T16:00:00+00:00,10.2.0.160,198.51.100.0,443,allow,default_allow,398437
fw_evt_008161,2026-01-01T16:01:00+00:00,10.2.1.161,198.51.100.1,443,deny,egress_monitor,163526
fw_evt_008162,2026-01-01T16:02:00+00:00,10.2.2.162,198.51.100.2,22,allow,block_known_bad,419041
fw_evt_008163,2026-01-01T16:03:00+00:00,10.2.3.163,198.51.100.3,53,allow,default_allow,419054
fw_evt_008164,2026-01-01T16:04:00+00:00,10.2.4.164,198.51.100.4,53,deny,default_allow,59654
fw_evt_008165,2026-01-01T16:05:00+00:00,10.2.5.165,198.51.100.5,80,allow,default_allow,50469
fw_evt_008166,2026-01-01T16:06:00+00:00,10.2.6.166,198.51.100.6,53,allow,default_allow,433203
fw_evt_008167,2026-01-01T16:07:00+00:00,10.2.7.167,198.51.100.7,80,allow,default_allow,112589
fw_evt_008168,2026-01-01T16:08:00+00:00,10.2.8.168,198.51.100.8,80,deny,default_allow,136530
fw_evt_008169,2026-01-01T16:09:00+00:00,10.2.9.169,198.51.100.9,80,allow,egress_monitor,438436
fw_evt_008170,2026-01-01T16:10:00+00:00,10.2.10.170,198.51.100.10,53,allow,egress_monitor,411195
fw_evt_008171,2026-01-01T16:11:00+00:00,10.2.11.171,198.51.100.11,53,allow,default_allow,447760
fw_evt_008172,2026-01-01T16:12:00+00:00,10.2.12.172,198.51.100.12,443,allow,egress_monitor,105558
fw_evt_008173,2026-01-01T16:13:00+00:00,10.2.13.173,198.51.100.13,53,deny,block_known_bad,277594
fw_evt_008174,2026-01-01T16:14:00+00:00,10.2.14.174,198.51.100.14,443,allow,egress_monitor,226640
fw_evt_008175,2026-01-01T16:15:00+00:00,10.2.15.175,198.51.100.15,80,allow,default_allow,388907
fw_evt_008176,2026-01-01T16:16:00+00:00,10.2.16.176,198.51.100.16,80,allow,block_known_bad,45547
fw_evt_008177,2026-01-01T16:17:00+00:00,10.2.17.177,198.51.100.17,53,allow,egress_monitor,233066
fw_evt_008178,2026-01-01T16:18:00+00:00,10.2.18.178,198.51.100.18,4444,allow,default_allow,329095
fw_evt_008179,2026-01-01T16:19:00+00:00,10.2.19.179,198.51.100.19,22,allow,default_allow,149741
fw_evt_008180,2026-01-01T16:20:00+00:00,10.2.20.180,198.51.100.20,22,allow,block_known_bad,18656
fw_evt_008181,2026-01-01T16:21:00+00:00,10.2.21.181,198.51.100.21,53,allow,default_allow,29735
fw_evt_008182,2026-01-01T16:22:00+00:00,10.2.22.182,198.51.100.22,443,allow,default_allow,106814
fw_evt_008183,2026-01-01T16:23:00+00:00,10.2.23.183,198.51.100.23,4444,allow,block_known_bad,252421
fw_evt_008184,2026-01-01T16:24:00+00:00,10.2.24.184,198.51.100.24,443,allow,egress_monitor,466896
fw_evt_008185,2026-01-01T16:25:00+00:00,10.2.25.185,198.51.100.25,4444,deny,default_allow,161245
fw_evt_008186,2026-01-01T16:26:00+00:00,10.2.26.186,198.51.100.26,80,allow,egress_monitor,189054
fw_evt_008187,2026-01-01T16:27:00+00:00,10.2.27.187,198.51.100.27,80,allow,block_known_bad,281662
fw_evt_008188,2026-01-01T16:28:00+00:00,10.2.28.188,198.51.100.28,4444,allow,block_known_bad,375598
fw_evt_008189,2026-01-01T16:29:00+00:00,10.2.29.189,198.51.100.29,22,allow,block_known_bad,418943
fw_evt_008190,2026-01-01T16:30:00+00:00,10.2.30.190,198.51.100.30,443,allow,egress_monitor,161181
fw_evt_008191,2026-01-01T16:31:00+00:00,10.2.31.191,198.51.100.31,80,allow,default_allow,385190
fw_evt_008192,2026-01-01T16:32:00+00:00,10.2.32.192,198.51.100.32,443,deny,block_known_bad,487871
fw_evt_008193,2026-01-01T16:33:00+00:00,10.2.33.193,198.51.100.33,4444,deny,egress_monitor,225615
fw_evt_008194,2026-01-01T16:34:00+00:00,10.2.34.194,198.51.100.34,4444,allow,egress_monitor,150672
fw_evt_008195,2026-01-01T16:35:00+00:00,10.2.35.195,198.51.100.35,22,allow,egress_monitor,488141
fw_evt_008196,2026-01-01T16:36:00+00:00,10.2.36.196,198.51.100.36,80,deny,egress_monitor,49586
fw_evt_008197,2026-01-01T16:37:00+00:00,10.2.37.197,198.51.100.37,443,allow,egress_monitor,50918
fw_evt_008198,2026-01-01T16:38:00+00:00,10.2.38.198,198.51.100.38,443,allow,default_allow,482777
fw_evt_008199,2026-01-01T16:39:00+00:00,10.2.39.199,198.51.100.39,22,allow,default_allow,341938
fw_evt_008200,2026-01-01T16:40:00+00:00,10.2.40.0,198.51.100.40,22,allow,egress_monitor,261770
fw_evt_008201,2026-01-01T16:41:00+00:00,10.2.41.1,198.51.100.41,53,deny,default_allow,454628
fw_evt_008202,2026-01-01T16:42:00+00:00,10.2.42.2,198.51.100.42,80,allow,default_allow,103480
fw_evt_008203,2026-01-01T16:43:00+00:00,10.2.43.3,198.51.100.43,22,allow,default_allow,12581
fw_evt_008204,2026-01-01T16:44:00+00:00,10.2.44.4,198.51.100.44,22,allow,block_known_bad,33952
fw_evt_008205,2026-01-01T16:45:00+00:00,10.2.45.5,198.51.100.45,53,allow,block_known_bad,165169
fw_evt_008206,2026-01-01T16:46:00+00:00,10.2.46.6,198.51.100.46,4444,allow,default_allow,325035
fw_evt_008207,2026-01-01T16:47:00+00:00,10.2.47.7,198.51.100.47,80,allow,block_known_bad,426756
fw_evt_008208,2026-01-01T16:48:00+00:00,10.2.48.8,198.51.100.48,4444,allow,default_allow,266489
fw_evt_008209,2026-01-01T16:49:00+00:00,10.2.49.9,198.51.100.49,4444,allow,block_known_bad,234336
fw_evt_008210,2026-01-01T16:50:00+00:00,10.2.50.10,198.51.100.50,80,allow,block_known_bad,154866
fw_evt_008211,2026-01-01T16:51:00+00:00,10.2.51.11,198.51.100.51,53,allow,block_known_bad,335557
fw_evt_008212,2026-01-01T16:52:00+00:00,10.2.52.12,198.51.100.52,53,allow,egress_monitor,154657
fw_evt_008213,2026-01-01T16:53:00+00:00,10.2.53.13,198.51.100.53,80,allow,egress_monitor,449534
fw_evt_008214,2026-01-01T16:54:00+00:00,10.2.54.14,198.51.100.54,22,allow,egress_monitor,121508
fw_evt_008215,2026-01-01T16:55:00+00:00,10.2.55.15,198.51.100.55,80,allow,block_known_bad,398990
fw_evt_008216,2026-01-01T16:56:00+00:00,10.2.56.16,198.51.100.56,53,allow,default_allow,62819
fw_evt_008217,2026-01-01T16:57:00+00:00,10.2.57.17,198.51.100.57,80,allow,default_allow,55845
fw_evt_008218,2026-01-01T16:58:00+00:00,10.2.58.18,198.51.100.58,22,deny,egress_monitor,294233
